प्रतिस्पर्धियों	0	15	प	प्	प्र	ं	ों	यों	0	प	्	र	त	ि	प्	्र	रत	ति	िस	प्र	्रत	रति	तिस	िस्	प्रत	्रति	रतिस	तिस्	िस्प	प्रति	्रतिस	रतिस्	तिस्प	िस्पर	NULL	NULL	पर	भारी	0
आप	1	2	आ	आप	NULL	प	आप	NULL	0	आ	प	_	_	_	आप	प_	__	__	__	आप_	प__	___	___	___	आप__	प___	____	____	____	आप___	प____	_____	_____	_____	कर	जब	एचडी	वीडियो	0
एचडी	0	4	ए	एच	एचड	ी	डी	चडी	0	ए	च	ड	ी	_	एच	चड	डी	ी_	__	एचड	चडी	डी_	ी__	___	एचडी	चडी_	डी__	ी___	____	एचडी_	चडी__	डी___	ी____	_____	जब	आप	वीडियो	देख	B_ASP
वीडियो	0	6	व	वी	वीड	ो	यो	ियो	1	व	ी	ड	ि	य	वी	ीड	डि	िय	यो	वीड	ीडि	डिय	ियो	यो_	वीडि	ीडिय	डियो	ियो_	यो__	वीडिय	ीडियो	डियो_	ियो__	यो___	आप	एचडी	देख	रहे	I_ASP
देख	0	3	द	दे	देख	ख	ेख	देख	0	द	े	ख	_	_	दे	ेख	ख_	__	__	देख	ेख_	ख__	___	___	देख_	ेख__	ख___	____	____	देख__	ेख___	ख____	_____	_____	एचडी	वीडियो	रहे	हों	0
रहे	1	3	र	रह	रहे	े	हे	रहे	0	र	ह	े	_	_	रह	हे	े_	__	__	रहे	हे_	े__	___	___	रहे_	हे__	े___	____	____	रहे__	हे___	े____	_____	_____	वीडियो	देख	हों	NULL	0
हों	0	3	ह	हो	हों	ं	ों	हों	0	ह	ो	ं	_	_	हो	ों	ं_	__	__	हों	ों_	ं__	___	___	हों_	ों__	ं___	____	____	हों__	ों___	ं____	_____	_____	देख	रहे	NULL	NULL	0
EOL
हमने	0	4	ह	हम	हमन	े	ने	मने	0	ह	म	न	े	_	हम	मन	ने	े_	__	हमन	मने	ने_	े__	___	हमने	मने_	ने__	े___	____	हमने_	मने__	ने___	े____	_____	NULL	NULL	इसके	एचडीएमआई	0
इसके	1	4	इ	इस	इसक	े	के	सके	0	इ	स	क	े	_	इस	सक	के	े_	__	इसक	सके	के_	े__	___	इसके	सके_	के__	े___	____	इसके_	सके__	के___	े____	_____	NULL	हमने	एचडीएमआई	एक्सेसरी	0
एचडीएमआई	0	8	ए	एच	एचड	ई	आई	मआई	0	ए	च	ड	ी	ए	एच	चड	डी	ीए	एम	एचड	चडी	डीए	ीएम	एमआ	एचडी	चडीए	डीएम	ीएमआ	एमआई	एचडीए	चडीएम	डीएमआ	ीएमआई	एमआई_	हमने	इसके	एक्सेसरी	को	B_ASP
एक्सेसरी	0	8	ए	एक	एक्	ी	री	सरी	0	ए	क	्	स	े	एक	क्	्स	से	ेस	एक्	क्स	्से	सेस	ेसर	एक्स	क्से	्सेस	सेसर	ेसरी	एक्से	क्सेस	्सेसर	सेसरी	ेसरी_	इसके	एचडीएमआई	को	इस्तेमाल	I_ASP
को	1	2	क	को	NULL	ो	को	NULL	0	क	ो	_	_	_	को	ो_	__	__	__	को_	ो__	___	___	___	को__	ो___	____	____	____	को___	ो____	_____	_____	_____	एचडीएमआई	एक्सेसरी	इस्तेमाल	करने	0
इस्तेमाल	0	8	इ	इस	इस्	ल	ाल	माल	0	इ	स	्	त	े	इस	स्	्त	ते	ेम	इस्	स्त	्ते	तेम	ेमा	इस्त	स्ते	्तेम	तेमा	ेमाल	इस्ते	स्तेम	्तेमा	तेमाल	ेमाल_	एक्सेसरी	को	करने	की	0
करने	1	4	क	कर	करन	े	ने	रने	0	क	र	न	े	_	कर	रन	ने	े_	__	करन	रने	ने_	े__	___	करने	रने_	ने__	े___	____	करने_	रने__	ने___	े____	_____	को	इस्तेमाल	की	कोशिश	0
की	1	2	क	की	NULL	ी	की	NULL	0	क	ी	_	_	_	की	ी_	__	__	__	की_	ी__	___	___	___	की__	ी___	____	____	____	की___	ी____	_____	_____	_____	इस्तेमाल	करने	कोशिश	की	0
कोशिश	0	5	क	को	कोश	श	िश	शिश	0	क	ो	श	ि	श	को	ोश	शि	िश	श_	कोश	ोशि	शिश	िश_	श__	कोशि	ोशिश	शिश_	िश__	श___	कोशिश	ोशिश_	शिश__	िश___	श____	करने	की	की	लेकिन	0
की	1	2	क	की	NULL	ी	की	NULL	0	क	ी	_	_	_	की	ी_	__	__	__	की_	ी__	___	___	___	की__	ी___	____	____	____	की___	ी____	_____	_____	_____	की	कोशिश	लेकिन	इसकी	0
लेकिन	0	5	ल	ले	लेक	न	िन	किन	0	ल	े	क	ि	न	ले	ेक	कि	िन	न_	लेक	ेकि	किन	िन_	न__	लेकि	ेकिन	किन_	िन__	न___	लेकिन	ेकिन_	किन__	िन___	न____	कोशिश	की	इसकी	वीडियो	0
इसकी	1	4	इ	इस	इसक	ी	की	सकी	0	इ	स	क	ी	_	इस	सक	की	ी_	__	इसक	सकी	की_	ी__	___	इसकी	सकी_	की__	ी___	____	इसकी_	सकी__	की___	ी____	_____	की	लेकिन	वीडियो	क्वालिटी	0
वीडियो	0	6	व	वी	वीड	ो	यो	ियो	1	व	ी	ड	ि	य	वी	ीड	डि	िय	यो	वीड	ीडि	डिय	ियो	यो_	वीडि	ीडिय	डियो	ियो_	यो__	वीडिय	ीडियो	डियो_	ियो__	यो___	लेकिन	इसकी	क्वालिटी	निराशाजनक	B_ASP
क्वालिटी	0	8	क	क्	क्व	ी	टी	िटी	1	क	्	व	ा	ल	क्	्व	वा	ाल	लि	क्व	्वा	वाल	ालि	लिट	क्वा	्वाल	वालि	ालिट	लिटी	क्वाल	्वालि	वालिट	ालिटी	लिटी_	इसकी	वीडियो	निराशाजनक	रही	I_ASP
निराशाजनक	0	9	न	नि	निर	क	नक	जनक	0	न	ि	र	ा	श	नि	िर	रा	ाश	शा	निर	िरा	राश	ाशा	शाज	निरा	िराश	राशा	ाशाज	शाजन	निराश	िराशा	राशाज	ाशाजन	शाजनक	वीडियो	क्वालिटी	रही	NULL	0
रही	0	3	र	रह	रही	ी	ही	रही	0	र	ह	ी	_	_	रह	ही	ी_	__	__	रही	ही_	ी__	___	___	रही_	ही__	ी___	____	____	रही__	ही___	ी____	_____	_____	क्वालिटी	निराशाजनक	NULL	NULL	0
EOL
एंड्रायड	0	8	ए	एं	एंड	ड	यड	ायड	0	ए	ं	ड	्	र	एं	ंड	ड्	्र	रा	एंड	ंड्	ड्र	्रा	राय	एंड्	ंड्र	ड्रा	्राय	रायड	एंड्र	ंड्रा	ड्राय	्रायड	रायड_	NULL	NULL	जैलीबीन	4.2	B_ASP
जैलीबीन	0	7	ज	जै	जैल	न	ीन	बीन	0	ज	ै	ल	ी	ब	जै	ैल	ली	ीब	बी	जैल	ैली	लीब	ीबी	बीन	जैली	ैलीब	लीबी	ीबीन	बीन_	जैलीब	ैलीबी	लीबीन	ीबीन_	बीन__	NULL	एंड्रायड	4.2	ओएस	I_ASP
4.2	0	3	4	4.	4.2	2	.2	4.2	0	4	.	2	_	_	4.	.2	2_	__	__	4.2	.2_	2__	___	___	4.2_	.2__	2___	____	____	4.2__	.2___	2____	_____	_____	एंड्रायड	जैलीबीन	ओएस	पर	I_ASP
ओएस	0	3	ओ	ओए	ओएस	स	एस	ओएस	1	ओ	ए	स	_	_	ओए	एस	स_	__	__	ओएस	एस_	स__	___	___	ओएस_	एस__	स___	____	____	ओएस__	एस___	स____	_____	_____	जैलीबीन	4.2	पर	रन	I_ASP
पर	1	2	प	पर	NULL	र	पर	NULL	0	प	र	_	_	_	पर	र_	__	__	__	पर_	र__	___	___	___	पर__	र___	____	____	____	पर___	र____	_____	_____	_____	4.2	ओएस	रन	करने	0
रन	0	2	र	रन	NULL	न	रन	NULL	0	र	न	_	_	_	रन	न_	__	__	__	रन_	न__	___	___	___	रन__	न___	____	____	____	रन___	न____	_____	_____	_____	ओएस	पर	करने	वाले	0
करने	1	4	क	कर	करन	े	ने	रने	0	क	र	न	े	_	कर	रन	ने	े_	__	करन	रने	ने_	े__	___	करने	रने_	ने__	े___	____	करने_	रने__	ने___	े____	_____	पर	रन	वाले	गैलेक्‍टी	0
वाले	1	4	व	वा	वाल	े	ले	ाले	0	व	ा	ल	े	_	वा	ाल	ले	े_	__	वाल	ाले	ले_	े__	___	वाले	ाले_	ले__	े___	____	वाले_	ाले__	ले___	े____	_____	रन	करने	गैलेक्‍टी	टैब	0
गैलेक्‍टी	0	9	ग	गै	गैल	ी	टी	‍टी	0	ग	ै	ल	े	क	गै	ैल	ले	ेक	क्	गैल	ैले	लेक	ेक्	क्‍	गैले	ैलेक	लेक्	ेक्‍	क्‍ट	गैलेक	ैलेक्	लेक्‍	ेक्‍ट	क्‍टी	करने	वाले	टैब	नियो	0
टैब	0	3	ट	टै	टैब	ब	ैब	टैब	0	ट	ै	ब	_	_	टै	ैब	ब_	__	__	टैब	ैब_	ब__	___	___	टैब_	ैब__	ब___	____	____	टैब__	ैब___	ब____	_____	_____	वाले	गैलेक्‍टी	नियो	में	0
नियो	0	4	न	नि	निय	ो	यो	ियो	0	न	ि	य	ो	_	नि	िय	यो	ो_	__	निय	ियो	यो_	ो__	___	नियो	ियो_	यो__	ो___	____	नियो_	ियो__	यो___	ो____	_____	गैलेक्‍टी	टैब	में	1.2	0
में	1	3	म	मे	में	ं	ें	में	0	म	े	ं	_	_	मे	ें	ं_	__	__	में	ें_	ं__	___	___	में_	ें__	ं___	____	____	में__	ें___	ं____	_____	_____	टैब	नियो	1.2	गीगाहर्ट	0
1.2	0	3	1	1.	1.2	2	.2	1.2	0	1	.	2	_	_	1.	.2	2_	__	__	1.2	.2_	2__	___	___	1.2_	.2__	2___	____	____	1.2__	.2___	2____	_____	_____	नियो	में	गीगाहर्ट	का	0
गीगाहर्ट	0	8	ग	गी	गीग	ट	्ट	र्ट	0	ग	ी	ग	ा	ह	गी	ीग	गा	ाह	हर	गीग	ीगा	गाह	ाहर	हर्	गीगा	ीगाह	गाहर	ाहर्	हर्ट	गीगाह	ीगाहर	गाहर्	ाहर्ट	हर्ट_	में	1.2	का	ड्युल	0
का	1	2	क	का	NULL	ा	का	NULL	1	क	ा	_	_	_	का	ा_	__	__	__	का_	ा__	___	___	___	का__	ा___	____	____	____	का___	ा____	_____	_____	_____	1.2	गीगाहर्ट	ड्युल	कोर	0
ड्युल	0	5	ड	ड्	ड्य	ल	ुल	युल	0	ड	्	य	ु	ल	ड्	्य	यु	ुल	ल_	ड्य	्यु	युल	ुल_	ल__	ड्यु	्युल	युल_	ुल__	ल___	ड्युल	्युल_	युल__	ुल___	ल____	गीगाहर्ट	का	कोर	प्रोसेसर	0
कोर	0	3	क	को	कोर	र	ोर	कोर	0	क	ो	र	_	_	को	ोर	र_	__	__	कोर	ोर_	र__	___	___	कोर_	ोर__	र___	____	____	कोर__	ोर___	र____	_____	_____	का	ड्युल	प्रोसेसर	और	0
प्रोसेसर	0	8	प	प्	प्र	र	सर	ेसर	1	प	्	र	ो	स	प्	्र	रो	ोस	से	प्र	्रो	रोस	ोसे	सेस	प्रो	्रोस	रोसे	ोसेस	सेसर	प्रोस	्रोसे	रोसेस	ोसेसर	सेसर_	ड्युल	कोर	और	1	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	कोर	प्रोसेसर	1	जीबी	0
1	0	1	1	NULL	NULL	1	NULL	NULL	0	1	_	_	_	_	1_	__	__	__	__	1__	___	___	___	___	1___	____	____	____	____	1____	_____	_____	_____	_____	प्रोसेसर	और	जीबी	की	0
जीबी	0	4	ज	जी	जीब	ी	बी	ीबी	0	ज	ी	ब	ी	_	जी	ीब	बी	ी_	__	जीब	ीबी	बी_	ी__	___	जीबी	ीबी_	बी__	ी___	____	जीबी_	ीबी__	बी___	ी____	_____	और	1	की	रैम	0
की	1	2	क	की	NULL	ी	की	NULL	0	क	ी	_	_	_	की	ी_	__	__	__	की_	ी__	___	___	___	की__	ी___	____	____	____	की___	ी____	_____	_____	_____	1	जीबी	रैम	दी	0
रैम	0	3	र	रै	रैम	म	ैम	रैम	1	र	ै	म	_	_	रै	ैम	म_	__	__	रैम	ैम_	म__	___	___	रैम_	ैम__	म___	____	____	रैम__	ैम___	म____	_____	_____	जीबी	की	दी	गई	0
दी	0	2	द	दी	NULL	ी	दी	NULL	0	द	ी	_	_	_	दी	ी_	__	__	__	दी_	ी__	___	___	___	दी__	ी___	____	____	____	दी___	ी____	_____	_____	_____	की	रैम	गई	है	0
गई	0	2	ग	गई	NULL	ई	गई	NULL	0	ग	ई	_	_	_	गई	ई_	__	__	__	गई_	ई__	___	___	___	गई__	ई___	____	____	____	गई___	ई____	_____	_____	_____	रैम	दी	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	दी	गई	NULL	NULL	0
EOL
5	0	1	5	NULL	NULL	5	NULL	NULL	0	5	_	_	_	_	5_	__	__	__	__	5__	___	___	___	___	5___	____	____	____	____	5____	_____	_____	_____	_____	NULL	NULL	एमपी	रीयर	0
एमपी	0	4	ए	एम	एमप	ी	पी	मपी	0	ए	म	प	ी	_	एम	मप	पी	ी_	__	एमप	मपी	पी_	ी__	___	एमपी	मपी_	पी__	ी___	____	एमपी_	मपी__	पी___	ी____	_____	NULL	5	रीयर	तथा	0
रीयर	0	4	र	री	रीय	र	यर	ीयर	0	र	ी	य	र	_	री	ीय	यर	र_	__	रीय	ीयर	यर_	र__	___	रीयर	ीयर_	यर__	र___	____	रीयर_	ीयर__	यर___	र____	_____	5	एमपी	तथा	1.2	0
तथा	0	3	त	तथ	तथा	ा	था	तथा	0	त	थ	ा	_	_	तथ	था	ा_	__	__	तथा	था_	ा__	___	___	तथा_	था__	ा___	____	____	तथा__	था___	ा____	_____	_____	एमपी	रीयर	1.2	एमपी	0
1.2	0	3	1	1.	1.2	2	.2	1.2	0	1	.	2	_	_	1.	.2	2_	__	__	1.2	.2_	2__	___	___	1.2_	.2__	2___	____	____	1.2__	.2___	2____	_____	_____	रीयर	तथा	एमपी	फ्रंट	0
एमपी	0	4	ए	एम	एमप	ी	पी	मपी	0	ए	म	प	ी	_	एम	मप	पी	ी_	__	एमप	मपी	पी_	ी__	___	एमपी	मपी_	पी__	ी___	____	एमपी_	मपी__	पी___	ी____	_____	तथा	1.2	फ्रंट	कैमरों	0
फ्रंट	0	5	फ	फ्	फ्र	ट	ंट	रंट	1	फ	्	र	ं	ट	फ्	्र	रं	ंट	ट_	फ्र	्रं	रंट	ंट_	ट__	फ्रं	्रंट	रंट_	ंट__	ट___	फ्रंट	्रंट_	रंट__	ंट___	ट____	1.2	एमपी	कैमरों	से	0
कैमरों	0	6	क	कै	कैम	ं	ों	रों	0	क	ै	म	र	ो	कै	ैम	मर	रो	ों	कैम	ैमर	मरो	रों	ों_	कैमर	ैमरो	मरों	रों_	ों__	कैमरो	ैमरों	मरों_	रों__	ों___	एमपी	फ्रंट	से	लैस	B_ASP
से	1	2	स	से	NULL	े	से	NULL	0	स	े	_	_	_	से	े_	__	__	__	से_	े__	___	___	___	से__	े___	____	____	____	से___	े____	_____	_____	_____	फ्रंट	कैमरों	लैस	यह	0
लैस	0	3	ल	लै	लैस	स	ैस	लैस	0	ल	ै	स	_	_	लै	ैस	स_	__	__	लैस	ैस_	स__	___	___	लैस_	ैस__	स___	____	____	लैस__	ैस___	स____	_____	_____	कैमरों	से	यह	एंड्रॉयड	0
यह	1	2	य	यह	NULL	ह	यह	NULL	0	य	ह	_	_	_	यह	ह_	__	__	__	यह_	ह__	___	___	___	यह__	ह___	____	____	____	यह___	ह____	_____	_____	_____	से	लैस	एंड्रॉयड	4.4	0
एंड्रॉयड	0	8	ए	एं	एंड	ड	यड	ॉयड	0	ए	ं	ड	्	र	एं	ंड	ड्	्र	रॉ	एंड	ंड्	ड्र	्रॉ	रॉय	एंड्	ंड्र	ड्रॉ	्रॉय	रॉयड	एंड्र	ंड्रॉ	ड्रॉय	्रॉयड	रॉयड_	लैस	यह	4.4	किटकैट	B_ASP
