आपको	0	4	आ	आप	आपक	ो	को	पको	0	आ	प	क	ो	_	आप	पक	को	ो_	__	आपक	पको	को_	ो__	___	आपको	पको_	को__	ो___	____	आपको_	पको__	को___	ो____	_____	NULL	NULL	बस	एक	0
बिल्ड-इन	0	8	ब	बि	बिल	न	इन	-इन	0	ब	ि	ल	्	ड	बि	िल	ल्	्ड	ड-	बिल	िल्	ल्ड	्ड-	ड-इ	बिल्	िल्ड	ल्ड-	्ड-इ	ड-इन	बिल्ड	िल्ड-	ल्ड-इ	्ड-इन	ड-इन_	मीडिया	प्लेयर	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	प्लेयर	बिल्ड-इन	NULL	NULL	0
EOL
बाएं	0	4	ब	बा	बाए	ं	एं	ाएं	0	ब	ा	ए	ं	_	बा	ाए	एं	ं_	__	बाए	ाएं	एं_	ं__	___	बाएं	ाएं_	एं__	ं___	____	बाएं_	ाएं__	एं___	ं____	_____	NULL	NULL	तरफ	ही	0
तरफ	0	3	त	तर	तरफ	फ	रफ	तरफ	0	त	र	फ	_	_	तर	रफ	फ_	__	__	तरफ	रफ_	फ__	___	___	तरफ_	रफ__	फ___	____	____	तरफ__	रफ___	फ____	_____	_____	NULL	बाएं	ही	कोएक्सीअल	0
ही	1	2	ह	ही	NULL	ी	ही	NULL	0	ह	ी	_	_	_	ही	ी_	__	__	__	ही_	ी__	___	___	___	ही__	ी___	____	____	____	ही___	ी____	_____	_____	_____	बाएं	तरफ	कोएक्सीअल	पोर्ट	0
कोएक्सीअल	0	9	क	को	कोए	ल	अल	ीअल	0	क	ो	ए	क	्	को	ोए	एक	क्	्स	कोए	ोएक	एक्	क्स	्सी	कोएक	ोएक्	एक्स	क्सी	्सीअ	कोएक्	ोएक्स	एक्सी	क्सीअ	्सीअल	तरफ	ही	पोर्ट	और	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	ही	कोएक्सीअल	और	अतिरिक्त	I_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	कोएक्सीअल	पोर्ट	अतिरिक्त	USB	0
अतिरिक्त	0	8	अ	अत	अति	त	्त	क्त	0	अ	त	ि	र	ि	अत	ति	िर	रि	िक	अति	तिर	िरि	रिक	िक्	अतिर	तिरि	िरिक	रिक्	िक्त	अतिरि	तिरिक	िरिक्	रिक्त	िक्त_	पोर्ट	और	USB	पोर्ट	0
USB	0	3	U	US	USB	B	SB	USB	0	U	S	B	_	_	US	SB	B_	__	__	USB	SB_	B__	___	___	USB_	SB__	B___	____	____	USB__	SB___	B____	_____	_____	और	अतिरिक्त	पोर्ट	दिया	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	अतिरिक्त	USB	दिया	गया	I_ASP
दिया	1	4	द	दि	दिय	ा	या	िया	0	द	ि	य	ा	_	दि	िय	या	ा_	__	दिय	िया	या_	ा__	___	दिया	िया_	या__	ा___	____	दिया_	िया__	या___	ा____	_____	USB	पोर्ट	गया	है	0
गया	1	3	ग	गय	गया	ा	या	गया	0	ग	य	ा	_	_	गय	या	ा_	__	__	गया	या_	ा__	___	___	गया_	या__	ा___	____	____	गया__	या___	ा____	_____	_____	पोर्ट	दिया	है	साथ	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	दिया	गया	साथ	ही	0
साथ	1	3	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	_	_	सा	ाथ	थ_	__	__	साथ	ाथ_	थ__	___	___	साथ_	ाथ__	थ___	____	____	साथ__	ाथ___	थ____	_____	_____	गया	है	ही	यहां	0
ही	1	2	ह	ही	NULL	ी	ही	NULL	0	ह	ी	_	_	_	ही	ी_	__	__	__	ही_	ी__	___	___	___	ही__	ी___	____	____	____	ही___	ी____	_____	_____	_____	है	साथ	यहां	हेडफोन	0
यहां	0	4	य	यह	यहा	ं	ां	हां	0	य	ह	ा	ं	_	यह	हा	ां	ं_	__	यहा	हां	ां_	ं__	___	यहां	हां_	ां__	ं___	____	यहां_	हां__	ां___	ं____	_____	साथ	ही	हेडफोन	और	0
हेडफोन	0	6	ह	हे	हेड	न	ोन	फोन	0	ह	े	ड	फ	ो	हे	ेड	डफ	फो	ोन	हेड	ेडफ	डफो	फोन	ोन_	हेडफ	ेडफो	डफोन	फोन_	ोन__	हेडफो	ेडफोन	डफोन_	फोन__	ोन___	ही	यहां	और	मिनी	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	यहां	हेडफोन	मिनी	AV	0
मिनी	0	4	म	मि	मिन	ी	नी	िनी	0	म	ि	न	ी	_	मि	िन	नी	ी_	__	मिन	िनी	नी_	ी__	___	मिनी	िनी_	नी__	ी___	____	मिनी_	िनी__	नी___	ी____	_____	हेडफोन	और	AV	आउट	0
AV	0	2	A	AV	NULL	V	AV	NULL	0	A	V	_	_	_	AV	V_	__	__	__	AV_	V__	___	___	___	AV__	V___	____	____	____	AV___	V____	_____	_____	_____	और	मिनी	आउट	जैक	B_ASP
आउट	0	3	आ	आउ	आउट	ट	उट	आउट	0	आ	उ	ट	_	_	आउ	उट	ट_	__	__	आउट	उट_	ट__	___	___	आउट_	उट__	ट___	____	____	आउट__	उट___	ट____	_____	_____	मिनी	AV	जैक	भी	I_ASP
जैक	0	3	ज	जै	जैक	क	ैक	जैक	1	ज	ै	क	_	_	जै	ैक	क_	__	__	जैक	ैक_	क__	___	___	जैक_	ैक__	क___	____	____	जैक__	ैक___	क____	_____	_____	AV	आउट	भी	मौजूद	I_ASP
भी	0	2	भ	भी	NULL	ी	भी	NULL	0	भ	ी	_	_	_	भी	ी_	__	__	__	भी_	ी__	___	___	___	भी__	ी___	____	____	____	भी___	ी____	_____	_____	_____	आउट	जैक	मौजूद	है	0
मौजूद	0	5	म	मौ	मौज	द	ूद	जूद	0	म	ौ	ज	ू	द	मौ	ौज	जू	ूद	द_	मौज	ौजू	जूद	ूद_	द__	मौजू	ौजूद	जूद_	ूद__	द___	मौजूद	ौजूद_	जूद__	ूद___	द____	जैक	भी	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	भी	मौजूद	NULL	NULL	0
EOL
साथ	1	3	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	_	_	सा	ाथ	थ_	__	__	साथ	ाथ_	थ__	___	___	साथ_	ाथ__	थ___	____	____	साथ__	ाथ___	थ____	_____	_____	NULL	NULL	ही	इस	0
ही	1	2	ह	ही	NULL	ी	ही	NULL	0	ह	ी	_	_	_	ही	ी_	__	__	__	ही_	ी__	___	___	___	ही__	ी___	____	____	____	ही___	ी____	_____	_____	_____	NULL	साथ	इस	में	0
इस	1	2	इ	इस	NULL	स	इस	NULL	0	इ	स	_	_	_	इस	स_	__	__	__	इस_	स__	___	___	___	इस__	स___	____	____	____	इस___	स____	_____	_____	_____	साथ	ही	में	रेडिएंट	0
में	1	3	म	मे	में	ं	ें	में	0	म	े	ं	_	_	मे	ें	ं_	__	__	में	ें_	ं__	___	___	में_	ें__	ं___	____	____	में__	ें___	ं____	_____	_____	ही	इस	रेडिएंट	LED	0
रेडिएंट	0	7	र	रे	रेड	ट	ंट	एंट	0	र	े	ड	ि	ए	रे	ेड	डि	िए	एं	रेड	ेडि	डिए	िएं	एंट	रेडि	ेडिए	डिएं	िएंट	एंट_	रेडिए	ेडिएं	डिएंट	िएंट_	एंट__	इस	में	LED	ब्लैक	0
LED	0	3	L	LE	LED	D	ED	LED	0	L	E	D	_	_	LE	ED	D_	__	__	LED	ED_	D__	___	___	LED_	ED__	D___	____	____	LED__	ED___	D____	_____	_____	में	रेडिएंट	ब्लैक	मॉड्यूल	B_ASP
ब्लैक	0	5	ब	ब्	ब्ल	क	ैक	लैक	0	ब	्	ल	ै	क	ब्	्ल	लै	ैक	क_	ब्ल	्लै	लैक	ैक_	क__	ब्लै	्लैक	लैक_	ैक__	क___	ब्लैक	्लैक_	लैक__	ैक___	क____	रेडिएंट	LED	मॉड्यूल	14.4mm	I_ASP
मॉड्यूल	0	7	म	मॉ	मॉड	ल	ूल	यूल	0	म	ॉ	ड	्	य	मॉ	ॉड	ड्	्य	यू	मॉड	ॉड्	ड्य	्यू	यूल	मॉड्	ॉड्य	ड्यू	्यूल	यूल_	मॉड्य	ॉड्यू	ड्यूल	्यूल_	यूल__	LED	ब्लैक	14.4mm	बेजल	I_ASP
14.4mm	0	6	1	14	14.	m	mm	4mm	0	1	4	.	4	m	14	4.	.4	4m	mm	14.	4.4	.4m	4mm	mm_	14.4	4.4m	.4mm	4mm_	mm__	14.4m	4.4mm	.4mm_	4mm__	mm___	ब्लैक	मॉड्यूल	बेजल	और	0
बेजल	0	4	ब	बे	बेज	ल	जल	ेजल	0	ब	े	ज	ल	_	बे	ेज	जल	ल_	__	बेज	ेजल	जल_	ल__	___	बेजल	ेजल_	जल__	ल___	____	बेजल_	ेजल__	जल___	ल____	_____	मॉड्यूल	14.4mm	और	5000:1	B_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	14.4mm	बेजल	5000:1	डायनामिक	0
5000:1	0	6	5	50	500	1	:1	0:1	0	5	0	0	0	:	50	00	00	0:	:1	500	000	00:	0:1	:1_	5000	000:	00:1	0:1_	:1__	5000:	000:1	00:1_	0:1__	:1___	बेजल	और	डायनामिक	कंट्रास्ट	0
डायनामिक	0	8	ड	डा	डाय	क	िक	मिक	0	ड	ा	य	न	ा	डा	ाय	यन	ना	ाम	डाय	ायन	यना	नाम	ामि	डायन	ायना	यनाम	नामि	ामिक	डायना	ायनाम	यनामि	नामिक	ामिक_	और	5000:1	कंट्रास्ट	रेशियो	B_ASP
कंट्रास्ट	0	9	क	कं	कंट	ट	्ट	स्ट	0	क	ं	ट	्	र	कं	ंट	ट्	्र	रा	कंट	ंट्	ट्र	्रा	रास	कंट्	ंट्र	ट्रा	्रास	रास्	कंट्र	ंट्रा	ट्रास	्रास्	रास्ट	5000:1	डायनामिक	रेशियो	दिया	I_ASP
रेशियो	0	6	र	रे	रेश	ो	यो	ियो	0	र	े	श	ि	य	रे	ेश	शि	िय	यो	रेश	ेशि	शिय	ियो	यो_	रेशि	ेशिय	शियो	ियो_	यो__	रेशिय	ेशियो	शियो_	ियो__	यो___	डायनामिक	कंट्रास्ट	दिया	गया	I_ASP
दिया	1	4	द	दि	दिय	ा	या	िया	0	द	ि	य	ा	_	दि	िय	या	ा_	__	दिय	िया	या_	ा__	___	दिया	िया_	या__	ा___	____	दिया_	िया__	या___	ा____	_____	कंट्रास्ट	रेशियो	गया	है	0
गया	1	3	ग	गय	गया	ा	या	गया	0	ग	य	ा	_	_	गय	या	ा_	__	__	गया	या_	ा__	___	___	गया_	या__	ा___	____	____	गया__	या___	ा____	_____	_____	रेशियो	दिया	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	दिया	गया	NULL	NULL	0
EOL
इंटेक्स	0	7	इ	इं	इंट	स	्स	क्स	0	इ	ं	ट	े	क	इं	ंट	टे	ेक	क्	इंट	ंटे	टेक	ेक्	क्स	इंटे	ंटेक	टेक्	ेक्स	क्स_	इंटेक	ंटेक्	टेक्स	ेक्स_	क्स__	NULL	NULL	के	इस	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	NULL	इंटेक्स	इस	टीवी	0
इस	1	2	इ	इस	NULL	स	इस	NULL	0	इ	स	_	_	_	इस	स_	__	__	__	इस_	स__	___	___	___	इस__	स___	____	____	____	इस___	स____	_____	_____	_____	इंटेक्स	के	टीवी	में	0
टीवी	0	4	ट	टी	टीव	ी	वी	ीवी	0	ट	ी	व	ी	_	टी	ीव	वी	ी_	__	टीव	ीवी	वी_	ी__	___	टीवी	ीवी_	वी__	ी___	____	टीवी_	ीवी__	वी___	ी____	_____	के	इस	में	HDMI	0
में	1	3	म	मे	में	ं	ें	में	0	म	े	ं	_	_	मे	ें	ं_	__	__	में	ें_	ं__	___	___	में_	ें__	ं___	____	____	में__	ें___	ं____	_____	_____	इस	टीवी	HDMI	पोर्ट	0
HDMI	0	4	H	HD	HDM	I	MI	DMI	0	H	D	M	I	_	HD	DM	MI	I_	__	HDM	DMI	MI_	I__	___	HDMI	DMI_	MI__	I___	____	HDMI_	DMI__	MI___	I____	_____	टीवी	में	पोर्ट	VGA	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	में	HDMI	VGA	इनपुट	I_ASP
VGA	0	3	V	VG	VGA	A	GA	VGA	0	V	G	A	_	_	VG	GA	A_	__	__	VGA	GA_	A__	___	___	VGA_	GA__	A___	____	____	VGA__	GA___	A____	_____	_____	HDMI	पोर्ट	इनपुट	पोर्ट	B_ASP
इनपुट	0	5	इ	इन	इनप	ट	ुट	पुट	0	इ	न	प	ु	ट	इन	नप	पु	ुट	ट_	इनप	नपु	पुट	ुट_	ट__	इनपु	नपुट	पुट_	ुट__	ट___	इनपुट	नपुट_	पुट__	ुट___	ट____	पोर्ट	VGA	पोर्ट	USB	I_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	VGA	इनपुट	USB	पोर्ट	I_ASP
USB	0	3	U	US	USB	B	SB	USB	0	U	S	B	_	_	US	SB	B_	__	__	USB	SB_	B__	___	___	USB_	SB__	B___	____	____	USB__	SB___	B____	_____	_____	इनपुट	पोर्ट	पोर्ट	दिया	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	पोर्ट	USB	दिया	गया	I_ASP
दिया	1	4	द	दि	दिय	ा	या	िया	0	द	ि	य	ा	_	दि	िय	या	ा_	__	दिय	िया	या_	ा__	___	दिया	िया_	या__	ा___	____	दिया_	िया__	या___	ा____	_____	USB	पोर्ट	गया	है	0
गया	1	3	ग	गय	गया	ा	या	गया	0	ग	य	ा	_	_	गय	या	ा_	__	__	गया	या_	ा__	___	___	गया_	या__	ा___	____	____	गया__	या___	ा____	_____	_____	पोर्ट	दिया	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	दिया	गया	NULL	NULL	0
EOL
इसके	1	4	इ	इस	इसक	े	के	सके	0	इ	स	क	े	_	इस	सक	के	े_	__	इसक	सके	के_	े__	___	इसके	सके_	के__	े___	____	इसके_	सके__	के___	े____	_____	NULL	NULL	अलावा	कनेक्टिविटी	0
अलावा	0	5	अ	अल	अला	ा	वा	ावा	0	अ	ल	ा	व	ा	अल	ला	ाव	वा	ा_	अला	लाव	ावा	वा_	ा__	अलाव	लावा	ावा_	वा__	ा___	अलावा	लावा_	ावा__	वा___	ा____	NULL	इसके	कनेक्टिविटी	के	0
कनेक्टिविटी	0	11	क	कन	कने	ी	टी	िटी	0	क	न	े	क	्	कन	ने	ेक	क्	्ट	कने	नेक	ेक्	क्ट	्टि	कनेक	नेक्	ेक्ट	क्टि	्टिव	कनेक्	नेक्ट	ेक्टि	क्टिव	्टिवि	इसके	अलावा	के	लिए	B_ASP
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	अलावा	कनेक्टिविटी	लिए	यूएसबी	0
लिए	1	3	ल	लि	लिए	ए	िए	लिए	0	ल	ि	ए	_	_	लि	िए	ए_	__	__	लिए	िए_	ए__	___	___	लिए_	िए__	ए___	____	____	लिए__	िए___	ए____	_____	_____	कनेक्टिविटी	के	यूएसबी	3.0	0
