बुध	ुधव	धवा	वार	ार_	
जो_	ो__	___	___	___	
भार	ारत	रती	तीय	ीय_	
इति	तिह	िहा	हास	ास_	
एवं	वं_	ं__	___	___	
उसक	सकी	की_	ी__	___	
कला	लाओ	ाओं	ओं_	ं__	
को_	ो__	___	___	___	
स्व	्वय	वयं	यं_	ं__	
में	ें_	ं__	___	___	
समे	मेट	ेटे	टे_	े__	
हुए	ुए_	ए__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

यह_	ह__	___	___	___	
वास	ास्	स्त	्तु	तुक	
संब	ंबं	बंध	ंधी	धी_	
प्र	्रत	रति	तिभ	िभा	
एवं	वं_	ं__	___	___	
शक्	क्त	्ति	ति_	ि__	
का_	ा__	___	___	___	
प्र	्रत	रती	तीक	ीक_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

लाह	ाहौ	हौर	ौर_	र__	
गेट	ेट_	ट__	___	___	
इसक	सका	का_	ा__	___	
मुख	ुख्	ख्य	्य_	य__	
प्र	्रव	रवे	वेश	ेशद	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इसक	सके	के_	े__	___	
अन्	न्य	्य_	य__	___	
आकर	कर्	र्ष	्षण	षणो	
में	ें_	ं__	___	___	
दीव	ीवा	वान	ान_	न__	
-JO	JOI	OIN	IN_	N__	
ए-आ	-आम	आम_	म__	___	
,__	___	___	___	___	
दीव	ीवा	वान	ान_	न__	
-JO	JOI	OIN	IN_	N__	
ए-ख	-ख़	ख़ा	़ास	ास_	
,__	___	___	___	___	
हमा	माम	ाम_	म__	___	
,__	___	___	___	___	
शाह	ाही	ही_	ी__	___	
बुर	ुर्	र्ज	्ज_	ज__	
,__	___	___	___	___	
मोत	ोती	ती_	ी__	___	
मस्	स्ज	्जि	जिद	िद_	
,__	___	___	___	___	
रंग	ंगम	गमह	महल	हल_	
आदि	दि_	ि__	___	___	
शाम	ामि	मिल	िल_	ल__	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पटन	टनी	नीट	ीटॉ	टॉप	
जम्	म्म	्मू	मू_	ू__	
से_	े__	___	___	___	
112	12_	2__	___	___	
किल	िलो	लोम	ोमी	मीट	
दूर	ूर_	र__	___	___	
जम्	म्म	्मू	मू_	ू__	
और_	र__	___	___	___	
कश्	श्म	्मी	मीर	ीर_	
में	ें_	ं__	___	___	
स्थ	्थि	थिर	िर_	र__	
सुं	ुंद	ंदर	दर_	र__	
पठा	ठार	ार_	र__	___	
है_	ै__	___	___	___	
जो_	ो__	___	___	___	
समु	मुद	ुद्	द्र	्र_	
सतह	तह_	ह__	___	___	
से_	े__	___	___	___	
202	024	24_	4__	___	
मीट	ीटर	टर_	र__	___	
की_	ी__	___	___	___	
ऊंच	ंचा	चाई	ाई_	ई__	
पर_	र__	___	___	___	
स्थ	्थि	थित	ित_	त__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पटन	टनी	नीट	ीटॉ	टॉप	
जम्	म्म	्मू	मू_	ू__	
और_	र__	___	___	___	
कश्	श्म	्मी	मीर	ीर_	
के_	े__	___	___	___	
उधम	धमप	मपु	पुर	ुर_	
जिल	िले	ले_	े__	___	
में	ें_	ं__	___	___	
स्थ	्थि	थित	ित_	त__	
सुं	ुंद	ंदर	दर_	र__	
और_	र__	___	___	___	
प्र	्रस	रसि	सिद	िद्	
हिल	िल_	ल__	___	___	
स्ट	्टे	टेश	ेशन	शन_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

सर्	र्द	्दि	दिय	ियो	
में	ें_	ं__	___	___	
यहा	हां	ां_	ं__	___	
आप_	प__	___	___	___	
स्न	्नो	नोफ	ोफॉ	फॉल	
का_	ा__	___	___	___	
भी_	ी__	___	___	___	
मजा	जा_	ा__	___	___	
ले_	े__	___	___	___	
सकत	कते	ते_	े__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

घने	ने_	े__	___	___	
जंग	ंगल	गल_	ल__	___	
,__	___	___	___	___	
प्र	्रा	राक	ाकृ	कृत	
आकर	कर्	र्ष	्षण	षण_	
,__	___	___	___	___	
देव	ेवद	वदा	दार	ार_	
के_	े__	___	___	___	
पेड़	ेड़_	ड़__	___	___	
इस_	स__	___	___	___	
जगह	गह_	ह__	___	___	
को_	ो__	___	___	___	
आकर	कर्	र्ष	्षक	षक_	
गंत	ंतव	तव्	व्य	्य_	
बना	नात	ाते	ते_	े__	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

घुम	ुमा	माव	ावद	वदा	
पहा	हाड़	ाड़ि	ड़िय	िया	
,__	___	___	___	___	
लुभ	ुभा	भाव	ावन	वने	
दृश	ृश्	श्य	्य_	य__	
और_	र__	___	___	___	
शां	ांत	ंत_	त__	___	
वात	ाता	ताव	ावर	वरण	
के_	े__	___	___	___	
कार	ारण	रण_	ण__	___	
पटन	टनी	नीट	ीटॉ	टॉप	
पिक	िकन	कनि	निक	िक_	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
एक_	क__	___	___	___	
आदर	दर्	र्श	्श_	श__	
स्थ	्था	थान	ान_	न__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
क्ष	्षे	षेत	ेत्	त्र	
में	ें_	ं__	___	___	
तीन	ीन_	न__	___	___	
मीठ	ीठे	ठे_	े__	___	
पान	ानी	नी_	ी__	___	
के_	े__	___	___	___	
झरन	रने	ने_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

ठंड	ंड_	ड__	___	___	
के_	े__	___	___	___	
मौस	ौसम	सम_	म__	___	
के_	े__	___	___	___	
दौर	ौरा	रान	ान_	न__	
स्क	्की	कीइ	ीइं	इंग	
और_	र__	___	___	___	
ट्र	्रै	रैक	ैकि	किं	
में	ें_	ं__	___	___	
भाग	ाग_	ग__	___	___	
लेन	ेने	ने_	े__	___	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
बड़ी	ड़ी_	ी__	___	___	
संख	ंख्	ख्य	्या	या_	
में	ें_	ं__	___	___	
पर्	र्य	्यट	यटक	टक_	
पटन	टनी	नीट	ीटॉ	टॉप	
आते	ते_	े__	___	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पटन	टनी	नीट	ीटॉ	टॉप	
अन्	न्य	्य_	य__	___	
गति	तिव	िवि	विध	िधि	
जैस	ैसे	से_	े__	___	
गोल	ोल्	ल्फ	्फ_	फ__	
,__	___	___	___	___	
पैर	ैरा	राग	ाग्	ग्ल	
,__	___	___	___	___	
एरो	रो_	ो__	___	___	
स्प	्पो	पोर	ोर्	र्ट	
,__	___	___	___	___	
घुड़	ुड़स	ड़सव	सवा	वार	
और_	र__	___	___	___	
फोट	ोटो	टोग	ोग्	ग्र	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
भी_	ी__	___	___	___	
उपय	पयु	युक	ुक्	क्त	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

लोक	ोकप	कप्	प्र	्रि	
पर्	र्य	्यट	यटन	टन_	
स्थ	्था	थान	ानो	नों	
के_	े__	___	___	___	
अंत	ंतर	तर्	र्ग	्गत	
नाग	ाग_	ग__	___	___	
(__	___	___	___	___	
कोब	ोबर	बरा	रा_	ा__	
)__	___	___	___	___	
मंद	ंदि	दिर	िर_	र__	
,__	___	___	___	___	
बुद	ुद्	द्ध	्ध_	ध__	
अमर	मरन	रना	नाथ	ाथ_	
मंद	ंदि	दिर	िर_	र__	
,__	___	___	___	___	
बाह	ाहु	हु_	ु__	___	
किल	िला	ला_	ा__	___	
,__	___	___	___	___	
कुद	ुद_	द__	___	___	
और_	र__	___	___	___	
शिव	िव_	व__	___	___	
गढ़	ढ़_	़__	___	___	
आते	ते_	े__	___	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

सुध	ुध_	ध__	___	___	
महा	हाद	ादे	देव	ेव_	
-JO	JOI	OIN	IN_	N__	
पटन	टनी	नीट	ीटॉ	टॉप	
के_	े__	___	___	___	
निक	िकट	कट_	ट__	___	
122	225	25_	5__	___	
मीट	ीटर	टर_	र__	___	
की_	ी__	___	___	___	
ऊंच	ंचा	चाई	ाई_	ई__	
पर_	र__	___	___	___	
स्थ	्थि	थित	ित_	त__	
इस_	स__	___	___	___	
पवि	वित	ित्	त्र	्र_	
जगह	गह_	ह__	___	___	
पर_	र__	___	___	___	
साव	ावन	वन_	न__	___	
(__	___	___	___	___	
जुल	ुला	लाई	ाई_	ई__	
-JO	JOI	OIN	IN_	N__	
अगस	गस्	स्त	्त_	त__	
)__	___	___	___	___	
की_	ी__	___	___	___	
पूर	ूर्	र्ण	्णि	णिम	
में	ें_	ं__	___	___	
तीर	ीर्	र्थ	्थय	थया	
त्र	्रि	रिश	िशू	शूल	
की_	ी__	___	___	___	
पूज	ूजा	जा_	ा__	___	
अर्	र्च	्चन	चना	ना_	
करत	रते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कहा	हा_	ा__	___	___	
जात	ाता	ता_	ा__	___	
है_	ै__	___	___	___	
कि_	ि__	___	___	___	
यह_	ह__	___	___	___	
त्र	्रि	रिश	िशू	शूल	
भगव	गवा	वान	ान_	न__	
शिव	िव_	व__	___	___	
से_	े__	___	___	___	
संब	ंबं	बंध	ंधि	धित	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

सुं	ुंद	ंदर	दरर	ररा	
जंग	ंगल	गल_	ल__	___	
,__	___	___	___	___	
गली	ली_	ी__	___	___	
जसर	सर्	र्क	्को	कोत	
,__	___	___	___	___	
सना	नास	ासा	सार	ार_	
में	ें_	ं__	___	___	
कोई	ोई_	ई__	___	___	
भी_	ी__	___	___	___	
रोम	ोमा	मां	ांच	ंचक	
ट्र	्रै	रैक	ैक_	क__	
चुन	ुन_	न__	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

सान	ाना	नास	ासर	सर_	
रोड	ोड_	ड__	___	___	
पर_	र__	___	___	___	
पटन	टनी	नीट	ीटॉ	टॉप	
से_	े__	___	___	___	
छह_	ह__	___	___	___	
किल	िलो	लोम	ोमी	मीट	
की_	ी__	___	___	___	
दूर	ूरी	री_	ी__	___	
पर_	र__	___	___	___	
स्थ	्थि	थित	ित_	त__	
माध	ाधा	धाट	ाटॉ	टॉप	
में	ें_	ं__	___	___	
स्क	्की	कीइ	ीइं	इंग	
की_	ी__	___	___	___	
बेह	ेहत	हतर	तरी	रीन	
जगह	गह_	ह__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

एयर	यरो	रो_	ो__	___	
खेल	ेल_	ल__	___	___	
-JO	JOI	OIN	IN_	N__	
आप_	प__	___	___	___	
जम्	म्म	्मू	मू_	ू__	
और_	र__	___	___	___	
सान	ाना	नास	ासर	सर_	
में	ें_	ं__	___	___	
पैर	ैरा	राग	ाग्	ग्ल	
कर_	र__	___	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पैर	ैरा	राग	ाग्	ग्ल	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
सबस	बसे	से_	े__	___	
सही	ही_	ी__	___	___	
समय	मय_	य__	___	___	
मई_	ई__	___	___	___	
से_	े__	___	___	___	
जून	ून_	न__	___	___	
और_	र__	___	___	___	
सित	ितं	तंब	ंबर	बर_	
से_	े__	___	___	___	
अक्	क्ट	्टू	टूब	ूबर	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

खूब	ूबस	बसू	सूर	ूरत	
इमा	मार	ारत	रतो	तों	
और_	र__	___	___	___	
लजी	जीज	ीज_	ज__	___	
खान	ाने	ने_	े__	___	
के_	े__	___	___	___	
कार	ारण	रण_	ण__	___	
मशह	शहू	हूर	ूर_	र__	
हैद	ैदर	दरा	राब	ाबा	
प्र	्रम	रमु	मुख	ुख_	
पर्	र्य	्यट	यटन	टन_	
स्थ	्थल	थल_	ल__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

हैद	ैदर	दरा	राब	ाबा	
अपन	पने	ने_	े__	___	
भीत	ीतर	तर_	र__	___	
पर्	र्य	्यट	यटन	टन_	
के_	े__	___	___	___	
कई_	ई__	___	___	___	
आया	याम	ाम_	म__	___	
समे	मेट	ेटे	टे_	े__	
हुए	ुए_	ए__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

चार	ारम	रमी	मीन	ीना	
आंध	ंध्	ध्र	्र_	र__	
प्र	्रद	रदे	देश	ेश_	
की_	ी__	___	___	___	
राज	ाजध	जधा	धान	ानी	
हैद	ैदर	दरा	राब	ाबा	
का_	ा__	___	___	___	
सबस	बसे	से_	े__	___	
प्र	्रस	रसि	सिद	िद्	
और_	र__	___	___	___	
महत	हत्	त्व	्वप	वपू	
स्म	्मा	मार	ारक	रक_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

चार	ारम	रमी	मीन	ीना	
को_	ो__	___	___	___	
मुह	ुहम	हम्	म्म	्मद	
कुल	ुली	ली_	ी__	___	
कुत	ुतु	तुब	ुबश	बशा	
ने_	े__	___	___	___	
बनव	नवा	वाय	ाया	या_	
था_	ा__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

हैद	ैदर	दरा	राब	ाबा	
शहर	हर_	र__	___	___	
प्र	्रा	राच	ाची	चीन	
और_	र__	___	___	___	
आधु	धुन	ुनि	निक	िक_	
का_	ा__	___	___	___	
अनो	नोख	ोखा	खा_	ा__	
मिश	िश्	श्र	्रण	रण_	
है_	ै__	___	___	___	
जो_	ो__	___	___	___	
देख	ेखन	खने	ने_	े__	
वाल	ालो	लों	ों_	ं__	
को_	ो__	___	___	___	
400	00_	0__	___	___	
वर्	र्ष	्ष_	ष__	___	
पुर	ुरा	रान	ाने	ने_	
भवन	वनो	नों	ों_	ं__	
की_	ी__	___	___	___	
भव्	व्य	्यत	यता	ता_	
के_	े__	___	___	___	
साथ	ाथ_	थ__	___	___	
आपस	पस_	स__	___	___	
में	ें_	ं__	___	___	
सटी	टी_	ी__	___	___	
आधु	धुन	ुनि	निक	िक_	
इमा	मार	ारत	रतो	तों	
का_	ा__	___	___	___	
दर्	र्श	्शन	शन_	न__	
भी_	ी__	___	___	___	
करा	रात	ाता	ता_	ा__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

चार	ारम	रमी	मीन	ीना	
अपन	पनी	नी_	ी__	___	
भव्	व्य	्य_	य__	___	
सुं	ुंद	ंदर	दरत	रता	
के_	े__	___	___	___	
कार	ारण	रण_	ण__	___	
बड़ी	ड़ी_	ी__	___	___	
संख	ंख्	ख्य	्या	या_	
में	ें_	ं__	___	___	
पर्	र्य	्यट	यटक	टको	
को_	ो__	___	___	___	
अपन	पनी	नी_	ी__	___	
ओर_	र__	___	___	___	
खीं	ींच	ंचत	चता	ता_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

शहर	हर_	र__	___	___	
की_	ी__	___	___	___	
पहच	हचा	चान	ान_	न__	
मान	ानी	नी_	ी__	___	
