बु	ुध	धव	वा	ार	
नह	ही	ीं	ं_	__	
बल	ल्	्क	कि	ि_	
दु	ुन	नि	िय	या	
भर	र_	__	__	__	
के	े_	__	__	__	
सै	ैल	ला	ान	नी	
ट्	्य	यू	ूल	लि	
की	ी_	__	__	__	
कई	ई_	__	__	__	
कि	िस	स्	्म	मो	
को	ो_	__	__	__	
दे	ेख	खन	ने	े_	
आत	ते	े_	__	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

कश	श्	्म	मी	ीर	
मे	ें	ं_	__	__	
पर	र्	्य	यट	टन	
को	ो_	__	__	__	
बढ	ढ़	़ा	ाव	वा	
दे	ेन	ने	े_	__	
के	े_	__	__	__	
लि	िए	ए_	__	__	
यह	ह_	__	__	__	
फे	ेस	स्	्ट	टि	
बह	हु	ुत	त_	__	
बड़	ड़ा	ा_	__	__	
यो	ोग	गद	दा	ान	
दे	ेत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

कर	री	ीब	ब_	__	
पा	ां	ंच	च_	__	
हे	ेक	क्	्ट	टर	
जम	मी	ीन	न_	__	
पर	र_	__	__	__	
60	0_	__	__	__	
से	े_	__	__	__	
भी	ी_	__	__	__	
ज्	्य	या	ाद	दा	
कि	िस	स्	्म	मो	
के	े_	__	__	__	
खू	ूब	बस	सू	ूर	
और	र_	__	__	__	
रं	ंग	ग_	__	__	
बि	िर	रं	ंग	गे	
ट्	्य	यू	ूल	लि	
का	ा_	__	__	__	
फू	ूल	ल_	__	__	
लो	ोग	गो	ों	ं_	
को	ो_	__	__	__	
लु	ुभ	भा	ात	ता	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

वस	सं	ंत	त_	__	
की	ी_	__	__	__	
शु	ुर	रु	ुआ	आत	
के	े_	__	__	__	
सा	ाथ	थ_	__	__	
कश	श्	्म	मी	ीर	
की	ी_	__	__	__	
वा	ाद	दि	िय	यो	
मे	ें	ं_	__	__	
रं	ंग	ग_	__	__	
बि	िर	रं	ंग	गे	
खू	ूब	बस	सू	ूर	
ट्	्य	यू	ूल	लि	
खि	िल	ल_	__	__	
जा	ात	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

पर	र्	्य	यट	टक	
फू	ूल	लो	ों	ं_	
के	े_	__	__	__	
बी	ीच	च_	__	__	
शा	ान	नद	दा	ार	
दृ	ृश	श्	्य	य_	
को	ो_	__	__	__	
कै	ैम	मर	रे	े_	
मे	ें	ं_	__	__	
कै	ैद	द_	__	__	
कर	रन	ने	े_	__	
से	े_	__	__	__	
नह	ही	ीं	ं_	__	
चू	ूक	कत	ते	े_	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

श्	्र	री	ीन	नग	
की	ी_	__	__	__	
सु	ुं	ंद	दर	र_	
जग	गह	ह_	__	__	
की	ी_	__	__	__	
या	ात	त्	्र	रा	
कर	रन	ने	े_	__	
के	े_	__	__	__	
लि	िए	ए_	__	__	
ट्	्य	यू	ूल	लि	
गा	ार	र्	्ड	डन	
पर	र्	्य	यट	टक	
के	े_	__	__	__	
लि	िए	ए_	__	__	
आक	कर	र्	्ष	षण	
का	ा_	__	__	__	
बन	न_	__	__	__	
गय	या	ा_	__	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

पर	र्	्य	यट	टन	
को	ो_	__	__	__	
बढ	ढ़	़ा	ाव	वा	
दे	ेन	ने	े_	__	
के	े_	__	__	__	
लि	िए	ए_	__	__	
इस	स_	__	__	__	
फे	ेस	स्	्ट	टि	
को	ो_	__	__	__	
20	00	07	7_	__	
मे	ें	ं_	__	__	
शु	ुर	रू	ू_	__	
कि	िय	या	ा_	__	
गय	या	ा_	__	__	
था	ा_	__	__	__	
जो	ो_	__	__	__	
दु	ुन	नि	िय	या	
भर	र_	__	__	__	
से	े_	__	__	__	
लो	ोग	गो	ों	ं_	
को	ो_	__	__	__	
आक	कर	र्	्ष	षि	
कर	रन	ने	े_	__	
मे	ें	ं_	__	__	
सफ	फल	ल_	__	__	
रह	हा	ा_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

यह	हा	ां	ं_	__	
आक	कर	र_	__	__	
पर	र्	्य	यट	टक	
को	ो_	__	__	__	
स्	्थ	था	ान	नी	
व्	्य	यं	ंज	जन	
और	र_	__	__	__	
लो	ोक	क_	__	__	
नृ	ृत	त्	्य	य_	
का	ा_	__	__	__	
आन	नं	ंद	द_	__	
भी	ी_	__	__	__	
उठ	ठा	ान	ने	े_	
को	ो_	__	__	__	
मि	िल	लत	ता	ा_	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

इस	स_	__	__	__	
फे	ेस	स्	्ट	टि	
के	े_	__	__	__	
दौ	ौर	रा	ान	न_	
आप	प_	__	__	__	
रं	ंग	गा	ार	रं	
ना	ाच	च_	__	__	
गा	ान	ने	े_	__	
के	े_	__	__	__	
सा	ाथ	थ_	__	__	
कश	श्	्म	मी	ीर	
पा	ार	रं	ंप	पर	
लो	ोक	क_	__	__	
सं	ंस	स्	्क	कृ	
का	ा_	__	__	__	
भी	ी_	__	__	__	
आन	नं	ंद	द_	__	
ले	े_	__	__	__	
सक	कत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

इस	सक	के	े_	__	
अल	ला	ाव	वा	ा_	
हस	स्	्त	तश	शि	
सा	ाम	मा	ान	न_	
,_	__	__	__	__	
वस	स्	्त	त्	्र	
और	र_	__	__	__	
पा	ार	रं	ंप	पर	
ची	ीज	जो	ों	ं_	
की	ी_	__	__	__	
खर	री	ीद	दद	दा	
की	ी_	__	__	__	
जा	ा_	__	__	__	
सक	कत	ती	ी_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

श्	्र	री	ीन	नग	
की	ी_	__	__	__	
कश	श्	्म	मी	ीर	
पश	श्	्म	मी	ीन	
शॉ	ॉल	ल_	__	__	
,_	__	__	__	__	
स्	्ट	टो	ोल	ल_	
और	र_	__	__	__	
लक	कड़	ड़ी	ी_	__	
के	े_	__	__	__	
शि	िल	ल्	्प	प_	
दु	ुन	नि	िय	या	
भर	र_	__	__	__	
मे	ें	ं_	__	__	
प्	्र	रस	सि	िद	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मु	ुख	ख्	्य	य_	
आक	कर	र्	्ष	षण	
-J	JO	OI	IN	N_	
खू	ूब	बस	सू	ूर	
ट्	्य	यू	ूल	लि	
के	े_	__	__	__	
फू	ूल	ल_	__	__	
और	र_	__	__	__	
सा	ां	ंस	स्	्क	
का	ार	र्	्य	यक	
व_	__	__	__	__	
प्	्र	रद	दर	र्	
।_	__	__	__	__	
EO	OL	L_	__	__	

धा	ार	र्	्म	मि	
पर	र्	्य	यट	टन	
का	ा_	__	__	__	
दे	ेश	श_	__	__	
मे	ें	ं_	__	__	
अप	पन	ना	ा_	__	
अल	लग	ग_	__	__	
ही	ी_	__	__	__	
मह	हत	त्	्व	व_	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

बि	िह	हा	ार	र_	
का	ा_	__	__	__	
बा	ाब	बा	ा_	__	
मह	हे	ें	ंद	द्	
मं	ंद	दि	िर	र_	
प्	्र	रा	ाच	ची	
मं	ंद	दि	िर	रो	
मे	ें	ं_	__	__	
से	े_	__	__	__	
एक	क_	__	__	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मं	ंद	दि	िर	र_	
आप	पप	पा	ास	स_	
के	े_	__	__	__	
क्	्ष	षे	ेत	त्	
के	े_	__	__	__	
लो	ोग	गो	ों	ं_	
के	े_	__	__	__	
अल	ला	ाव	वा	ा_	
दे	ेश	शी	ी_	__	
-J	JO	OI	IN	N_	
वि	िद	दे	ेश	शी	
पर	र्	्य	यट	टक	
को	ो_	__	__	__	
अप	पन	नी	ी_	__	
ओर	र_	__	__	__	
आक	कर	र्	्ष	षि	
कर	रत	ती	ी_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मे	ें	ंह	हद	दा	
धा	ाम	म_	__	__	
बि	िह	हा	ार	र_	
का	ा_	__	__	__	
पर	र्	्य	यट	टक	
और	र_	__	__	__	
ऐत	ति	िह	हा	ास	
स्	्थ	थल	ल_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

लग	गभ	भग	ग_	__	
50	00	0_	__	__	
वर	र्	्ष	ष_	__	
पु	ुर	रा	ान	ना	
मे	ें	ंह	हद	दा	
का	ा_	__	__	__	
मह	हे	ें	ंद	द्	
मं	ंद	दि	िर	र_	
सब	बस	से	े_	__	
पु	ुर	रा	ान	नी	
धा	ार	र्	्म	मि	
स्	्थ	थल	लो	ों	
मे	ें	ं_	__	__	
है	ै_	__	__	__	
जो	ो_	__	__	__	
अब	ब_	__	__	__	
लो	ोक	कप	प्	्र	
पर	र्	्य	यट	टक	
स्	्थ	थल	ल_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मु	ुख	ख्	्य	य_	
मं	ंद	दि	िर	र_	
के	े_	__	__	__	
पू	ूर	र्	्व	व_	
मे	ें	ं_	__	__	
सै	ैक	कड़	ड़ो	ों	
बड़	ड़े	े_	__	__	
छो	ोट	टे	े_	__	
घं	ंट	टी	ी_	__	
लट	टक	का	ा_	__	
है	ै_	__	__	__	
जो	ो_	__	__	__	
दे	ेख	खन	ने	े_	
मे	ें	ं_	__	__	
बह	हु	ुत	त_	__	
ही	ी_	__	__	__	
रम	मण	ण्	्ी	ीय	
लग	गत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मह	हा	ाश	शि	िव	
पर	र_	__	__	__	
यह	हा	ां	ं_	__	
ला	ाख	खो	ों	ं_	
भक	क्	्त	त_	__	
आत	ते	े_	__	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

उत	त्	्स	सव	व_	
पू	ूर	रे	े_	__	
दि	िन	न_	__	__	
पर	र_	__	__	__	
चल	लत	ता	ा_	__	
रह	हत	ता	ा_	__	
है	ै_	__	__	__	
और	र_	__	__	__	
भग	गव	वा	ान	न_	
शि	िव	व_	__	__	
व_	__	__	__	__	
मा	ां	ं_	__	__	
पा	ार	र्	्व	वत	
की	ी_	__	__	__	
एक	क_	__	__	__	
वि	िश	शे	ेष	ष_	
वि	िव	वा	ाह	ह_	
सम	मा	ार	रो	ोह	
आय	यो	ोज	जि	ित	
हो	ोत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

इस	स_	__	__	__	
दौ	ौर	रा	ान	न_	
शि	िव	व_	__	__	
बा	ार	रा	ात	त_	
मु	ुख	ख्	्य	य_	
आक	कर	र्	्ष	षण	
हो	ोत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मं	ंद	दि	िर	र_	
मे	ें	ं_	__	__	
छो	ोट	टे	े_	__	
-J	JO	OI	IN	N_	
बड़	ड़े	े_	__	__	
आक	का	ार	र_	__	
की	ी_	__	__	__	
सक	कड	ड़	़ो	ों	
घं	ंट	टि	िय	या	
बह	हु	ुत	त_	__	
नी	ीच	चे	े_	__	
से	े_	__	__	__	
ऊप	पर	र_	__	__	
तक	क_	__	__	__	
टग	गी	ी_	__	__	
है	ै_	__	__	__	
जि	िस	सक	को	ो_	
बच	च्	्च	चे	े_	
आस	सा	ान	नी	ी_	
से	े_	__	__	__	
बज	जा	ा_	__	__	
सक	कत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

हर	र_	__	__	__	
-J	JO	OI	IN	N_	
हर	र_	__	__	__	
मह	हा	ाद	दे	ेव	
के	े_	__	__	__	
उद	द्	्घ	घो	ोष	
और	र_	__	__	__	
घं	ंट	ट_	__	__	
-J	JO	OI	IN	N_	
शं	ंख	ख_	__	__	
की	ी_	__	__	__	
ध्	्व	वन	नि	ि_	
से	े_	__	__	__	
मं	ंद	दि	िर	र_	
पर	रि	िस	सर	र_	
से	े_	__	__	__	
ले	ेक	कर	र_	__	
सड़	ड़क	को	ों	ं_	
पर	र_	__	__	__	
भग	गव	वा	ान	न_	
शि	िव	व_	__	__	
की	ी_	__	__	__	
मह	हि	िम	मा	ा_	
गू	ूं	ंज	जत	ती	
रह	हत	ती	ी_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

दश	शह	हर	रा	ा_	
के	े_	__	__	__	
पर	र्	्व	व_	__	
मे	ें	ं_	__	__	
10	0_	__	__	__	
दि	िन	नो	ों	ं_	
तक	क_	__	__	__	
अख	खं	ंड	ड_	__	
भज	जन	न_	__	__	
,_	__	__	__	__	
सं	ंक	की	ीर	र्	
का	ा_	__	__	__	
पा	ाठ	ठ_	__	__	
हो	ोत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

इस	सक	के	े_	__	
अल	ला	ाव	वा	ा_	
सा	ाव	वन	न_	__	
मे	ें	ं_	__	__	
मह	हा	ाश	शि	िव	
पर	र_	__	__	__	
ला	ाख	खो	ों	ं_	
भक	क्	्त	त_	__	
शि	िव	व_	__	__	
जल	ला	ाभ	भि	िष	
कर	रत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

सा	ाल	लो	ों	ं_	
भर	र_	__	__	__	
पर	र्	्य	यट	टक	
का	ा_	__	__	__	
आन	ना	ा_	__	__	
जा	ान	ना	ा_	__	
लग	गा	ा_	__	__	
रह	हत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

भो	ोल	ले	ेन	ना	
के	े_	__	__	__	
श्	्र	रृ	ृं	ंग	
को	ो_	__	__	__	
दे	ेख	खन	ने	े_	
के	े_	__	__	__	
लि	िए	ए_	__	__	
मं	ंद	दि	िर	र_	
मे	ें	ं_	__	__	
श्	्र	रद	द्	्ध	
और	र_	__	__	__	
पर	र्	्य	यट	टक	
खा	ास	स_	__	__	
तौ	ौर	र_	__	__	
पर	र_	__	__	__	
आत	ते	े_	__	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

यह	हा	ां	ं_	__	
शि	िव	वल	लि	िं	
का	ा_	__	__	__	
शह	हद	द_	__	__	
,_	__	__	__	__	
चं	ंद	दन	न_	__	
,_	__	__	__	__	
बे	ेल	लप	पत	त्	
और	र_	__	__	__	
फू	ूल	ल_	__	__	
से	े_	__	__	__	
वि	िश	शे	ेष	ष_	
श्	्र	रृ	ृं	ंग	
कि	िय	या	ा_	__	
जा	ात	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मं	ंद	दि	िर	र_	
का	ा_	__	__	__	
नि	िर	र्	्म	मा	
ला	ाख	खौ	ौर	री	
ईट	ट_	__	__	__	
और	र_	__	__	__	
सु	ुर	र्	्ख	खी	
-J	JO	OI	IN	N_	
चू	ून	ना	ा_	__	
से	े_	__	__	__	
हु	ुआ	आ_	__	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

चा	ार	र_	__	__	
खं	ंभ	भो	ों	ं_	
पर	र_	__	__	__	
खड	ड़	़ा	ा_	__	
मं	ंद	दि	िर	र_	
एक	क_	__	__	__	
ही	ी_	__	__	__	
पत	त्	्थ	थर	र_	
से	े_	__	__	__	
बन	ना	ा_	__	__	
है	ै_	__	__	__	
जि	िस	सम	मे	ें	
कह	ही	ीं	ं_	__	
जो	ोड	ड़	़_	__	
नह	ही	ीं	ं_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

प्	्र	रक	कृ	ृत	
ने	े_	__	__	__	
मन	ना	ाल	ली	ी_	
का	ा_	__	__	__	
श्	्र	रृ	ृं	ंग	
खु	ुल	ले	े_	__	
हा	ाथ	थो	ों	ं_	
से	े_	__	__	__	
कि	िय	या	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

सा	ाल	ल_	__	__	
भर	र_	__	__	__	
बर	र्	्फ	फ_	__	
से	े_	__	__	__	
लद	दे	े_	__	__	
रह	हन	ने	े_	__	
वा	ाल	ले	े_	__	
गग	गन	न_	__	__	
चू	ूम	मत	ते	े_	
पर	र्	्व	वत	त_	
,_	__	__	__	__	
प्	्र	रा	ाक	कृ	
सौ	ौं	ंद	दर	र्	
के	े_	__	__	__	
मा	ाल	लि	िक	क_	
मन	ना	ाल	ली	ी_	
के	े_	__	__	__	
पर	र्	्य	यट	टन	
स्	्थ	थल	ल_	__	
और	र_	__	__	__	
दे	ेव	व_	__	__	
-J	JO	OI	IN	N_	
सं	ंस	स्	्क	कृ	
आद	दि	ि_	__	__	
यह	हा	ां	ं_	__	
आन	ने	े_	__	__	
वा	ाल	ले	े_	__	
पर	र्	्य	यट	टक	
के	े_	__	__	__	
दि	िल	लो	ों	ं_	
मे	ें	ं_	__	__	
गह	हर	रा	ाई	ई_	
तक	क_	__	__	__	
उत	तर	र_	__	__	
जा	ात	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

पर	र्	्य	यट	टन	
नग	गर	री	ी_	__	
मन	ना	ाल	ली	ी_	
दे	ेश	शी	ी_	__	
-J	JO	OI	IN	N_	
वि	िद	दे	ेश	शी	
सै	ैल	ला	ान	नि	
की	ी_	__	__	__	
पस	सं	ंद	दी	ीद	
सै	ैर	रग	गा	ाह	
बन	नन	ने	े_	__	
लग	गी	ी_	__	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

दे	ेश	श_	__	__	
के	े_	__	__	__	
कि	िस	सी	ी_	__	
भी	ी_	__	__	__	
को	ोन	ने	े_	__	
से	े_	__	__	__	
हव	वा	ाई	ई_	__	
से	ेव	वा	ा_	__	
द्	्व	वा	ार	रा	
मन	ना	ाल	ली	ी_	
के	े_	__	__	__	
भु	ुं	ंत	तर	र_	
हव	वा	ाई	ई_	__	
अड	ड्	्ड	डे	े_	
तक	क_	__	__	__	
पह	हु	ुं	ंच	चा	
जा	ा_	__	__	__	
सक	कत	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

सै	ैल	ला	ान	नी	
का	ा_	__	__	__	
पह	हल	ला	ा_	__	
दि	िन	न_	__	__	
सम	मु	ुद	द्	्र	
तल	ल_	__	__	__	
से	े_	__	__	__	
13	30	05	50	0_	
फी	ीट	ट_	__	__	
ऊं	ंच	चे	े_	__	
रो	ोह	हत	ता	ां	
दर	र्	्र	रे	े_	
पर	र_	__	__	__	
कट	टत	ता	ा_	__	
है	ै_	__	__	__	
,_	__	__	__	__	
जह	हा	ां	ं_	__	
सै	ैल	ला	ान	नी	
पल	ल_	__	__	__	
-J	JO	OI	IN	N_	
पल	ल_	__	__	__	
रं	ंग	ग_	__	__	
बद	दल	लत	ते	े_	
मौ	ौस	सम	म_	__	
का	ा_	__	__	__	
का	ाय	यल	ल_	__	
हो	ो_	__	__	__	
जा	ात	ता	ा_	__	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

बर	र्	्फ	फ_	__	
से	े_	__	__	__	
लद	दा	ा_	__	__	
रो	ोह	हत	ता	ां	
सा	ाल	ल_	__	__	
भर	र_	__	__	__	
सै	ैल	ला	ान	नि	
को	ो_	__	__	__	
बर	र्	्फ	फ_	__	
की	ी_	__	__	__	
चा	ां	ंद	दी	ी_	
से	े_	__	__	__	
रू	ूब	बर	रू	ू_	
कर	रा	ात	ता	ा_	
है	ै_	__	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

इस	सी	ी_	__	__	
दि	िन	न_	__	__	
सै	ैल	ला	ान	नी	
रा	ाह	हल	ला	ाफ	
मे	ें	ं_	__	__	
झर	रन	ने	े_	__	
का	ा_	__	__	__	
आन	नं	ंद	द_	__	
भी	ी_	__	__	__	
ले	ेत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

मढ	ढ़	़ी	ी_	__	
मे	ें	ं_	__	__	
पस	सं	ंद	दी	ीद	
व्	्य	यं	ंज	जन	
का	ा_	__	__	__	
आन	नं	ंद	द_	__	
ले	ेन	ने	े_	__	
के	े_	__	__	__	
बा	ाद	द_	__	__	
मन	ना	ाल	ली	ी_	
का	ा_	__	__	__	
रु	ुख	ख_	__	__	
कर	रत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

दू	ूस	सर	रे	े_	
दि	िन	न_	__	__	
सै	ैल	ला	ान	नी	
एड	डव	वे	ें	ंच	
स्	्प	पो	ो‌	‌र	
के	े_	__	__	__	
लि	िए	ए_	__	__	
सो	ोल	लं	ंग	गन	
का	ा_	__	__	__	
रु	ुख	ख_	__	__	
कर	रत	ते	े_	__	
है	ैं	ं_	__	__	
।_	__	__	__	__	
EO	OL	L_	__	__	

यह	हा	ां	ं_	__	
फा	ात	तर	रू	ू_	
पर	र्	्य	यट	टन	
स्	्थ	थल	ल_	__	
गर	र्	्म	मी	ी_	
मे	ें	ं_	__	__	
भी	ी_	__	__	__	
सर	र्	्द	दी	ी_	
का	ा_	__	__	__	
अह	हस	सा	ास	स_	
कर	रा	ात	ता	ा_	
